,cc01-20covid1,cc01-20covid2,cc03-19covid,cc01-20mock2,cc01-20mock1,cc03-19mock1
RPS8P4,0,0,0,0,0,0
AP001471.1,0,0,0,2,2,9
TTTY17B,0,0,0,0,0,0
ATP5MC1P4,10,4,9,2,2,4
H3P30,0,0,0,0,0,0
AC007322.1,0,0,0,0,0,0
OR10R1P,0,0,0,0,0,0
XGY1,0,0,0,0,0,0
FGF7P6,180,215,111,300,383,75
HNRNPA1P63,1,0,0,0,0,0
MTND4P30,0,0,1,1,0,2
AL450345.1,2,0,0,0,0,0
LINC00310,0,1,2,0,0,6
AC079612.2,0,0,0,0,0,0
PSME2P6,0,1,0,0,1,1
AL390838.1,0,0,0,0,0,0
GPN3P1,0,0,0,0,0,0
AL590783.1,0,0,0,0,0,0
LINC01537,0,0,0,0,0,8
AC073415.1,0,0,0,0,0,0
AKR1B15,5,6,65,79,8,22
TSSK5P,0,0,0,0,2,0
RPL6P24,2,0,4,3,7,0
AL355300.1,0,0,0,0,0,0
STK4-AS1,12,13,2,9,0,9
AC124861.1,1,2,1,0,1,0
CCDC148-AS1,0,0,0,0,0,0
AC008080.2,0,0,0,0,0,0
AL157702.2,0,1,0,0,0,11
CR559946.1,0,0,0,0,0,0
AL162400.1,0,0,0,0,0,0
AL050309.1,39,35,27,70,77,23
NCAM1-AS1,0,0,0,0,0,0
GAGE12D,0,0,0,0,0,0
AC006458.1,0,0,0,0,0,0
CCNJP1,0,0,0,0,0,0
AL138921.1,0,2,2,6,2,0
AC239367.1,0,0,0,0,0,0
USP9YP14,0,0,0,0,0,0
KIF1C-AS1,2,1,1,0,4,4
AC099066.2,6,13,1,2,6,14
PABPC1P6,0,0,0,0,0,0
AC018359.1,0,0,0,0,0,0
AC092647.2,0,0,0,0,0,0
SCAMP4,3232,3265,2854,2318,3042,3413
MROCKI,0,0,0,0,0,0
AC016925.1,0,0,0,0,0,0
LTB,39,40,28,15,2,5
LINC01624,0,0,0,0,0,0
LINC01839,0,0,0,0,0,0
LINC01442,0,0,0,0,0,0
AC005297.1,0,0,0,0,0,0
AL592301.1,1,2,0,13,22,1
AC114755.1,1,0,0,0,0,0
AC107890.1,0,0,0,0,0,0
C1DP4,1,0,0,0,0,0
AL160163.2,0,0,0,1,0,0
LINC01483,0,0,1,0,3,0
AL928970.1,147,197,603,712,713,104
AL008719.1,0,0,0,0,0,0
AL390840.1,5,4,1,17,24,0
RPS20P15,0,0,0,0,0,0
RPL7P6,1,1,1,1,0,1
AC096540.1,1,1,15,8,8,2
DIAPH3-AS1,0,1,0,0,0,0
AL162414.1,0,0,0,0,0,0
AC002542.1,0,0,0,0,0,0
SLC2A1-AS1,11,13,73,103,117,31
Z83841.1,0,0,0,0,0,0
AL357315.1,0,0,1,1,0,0
SOCS5P4,2,6,0,0,3,2
AL139281.1,0,0,0,0,0,0
HNRNPFP1,0,0,0,0,0,0
AC016394.2,41,50,78,120,71,47
SFR1P1,0,0,0,0,0,0
AC092614.1,28,17,16,41,31,14
SPAG5-AS1,12,20,25,23,42,8
AC018647.1,0,1,0,6,6,0
AC006455.2,0,0,0,0,0,0
OR4A2P,0,0,0,0,0,0
AC116035.1,0,0,0,0,0,0
TRBV7-5,0,0,0,0,0,0
USP17L12,0,0,0,0,0,0
AL590422.1,0,0,0,0,0,0
MIR4290HG,0,0,0,0,0,0
AC096531.1,0,0,0,0,0,0
MTND3P9,0,0,0,0,0,0
RPS15AP30,1,1,7,7,6,3
AC074257.2,0,0,0,0,0,0
RNF11P2,0,0,0,0,0,0
LINC00376,0,0,0,0,0,0
SNX18P26,0,0,1,3,1,11
AC004986.1,0,0,0,2,0,0
AC112229.2,1,0,0,6,6,0
RPS3AP53,0,0,0,0,0,0
AL136114.1,0,0,0,2,0,0
AL121877.1,0,0,2,1,0,0
ADGRF5P1,2,2,1,0,4,0
RPS3AP37,0,0,0,0,0,0
MTND4P5,0,0,0,0,0,0
AL360013.1,0,0,0,0,0,0
RPS26P39,2,1,0,1,1,1
CNTN4-AS2,0,0,0,0,0,0
AL136528.1,2,1,0,0,10,0
ATP5MC1P5,0,0,0,0,0,0
HSD11B1-AS1,0,2,3,17,18,6
PIGFP3,0,0,0,0,0,0
PHBP16,0,0,0,0,0,0
WASF1P1,0,0,0,0,0,0
Z94721.1,0,1,2,4,1,0
AL031676.1,0,0,0,0,0,0
AL031779.1,0,0,0,0,0,1
TOMM22P3,0,0,0,0,0,0
AC005392.1,0,0,0,0,0,0
SUMO2P2,0,0,0,0,0,0
TMEM183AP1,0,0,0,0,0,0
FRMPD3-AS1,0,0,0,0,0,0
LINC01074,0,0,0,0,0,0
QRSL1P2,0,0,0,0,0,0
AP001324.1,2,5,6,13,0,11
AC063976.3,0,0,0,0,0,0
CERS6-AS1,0,0,0,0,1,0
AL391056.1,20,8,107,21,10,13
ALG1L8P,0,3,0,0,0,0
PHBP11,1,0,1,0,0,0
AC010881.1,0,0,0,0,0,0
SNRPEP3,0,0,0,0,0,0
AL359510.1,0,0,0,0,0,0
AL080276.2,371,281,289,189,177,362
SLC25A15P1,0,0,0,0,0,0
LINC01132,8,15,18,31,16,11
AC018804.1,0,11,0,8,8,0
RBMY2YP,0,0,0,0,0,0
LINC01714,5,5,6,4,0,7
USP9YP21,0,0,0,0,0,0
HNRNPA1P14,0,1,5,5,10,0
SOX21-AS1,95,94,733,483,305,381
HIGD1AP11,0,0,0,0,2,1
RPL7P54,0,0,0,0,0,0
STEAP2-AS1,1,0,5,10,20,6
MTND6P32,0,4,0,0,1,0
ISCA1P6,0,0,0,0,0,0
SERPINA7P1,0,0,0,0,0,0
AC005160.1,0,0,0,0,0,0
CLYBL-AS2,1,0,0,0,1,0
UST-AS1,0,0,0,1,0,0
MTCO3P18,0,0,0,0,0,0
RPL7P2,0,0,0,0,0,0
CYCSP24,1,6,0,4,1,2
AL392003.1,0,0,0,0,0,0
AL390728.4,76,110,135,107,160,43
AL162734.1,0,0,0,0,0,0
LINC00355,0,0,1,1,0,4
LINC01068,3,0,5,1,0,0
AL355581.1,0,2,3,2,8,2
AL133173.1,0,0,0,0,0,0
AC108051.1,0,0,0,0,0,0
AL033504.1,0,2,2,0,0,0
ATP5F1AP2,0,0,0,0,1,0
AL358394.1,0,0,0,0,0,0
CROCCP4,0,0,2,4,6,0
LINC02088,0,0,0,0,0,0
AL713965.1,0,2,0,1,2,1
HNRNPA3P2,0,0,0,0,0,0
SRP68P2,0,0,0,0,0,0
MED28P3,3,5,3,4,8,8
GSTM3P1,0,0,0,0,0,1
RPL23AP74,0,0,0,2,3,2
DNMBP-AS1,91,59,46,44,77,22
AP001619.1,1,0,1,10,4,2
AC239809.2,0,3,0,12,4,0
LINC00111,3,0,5,0,0,0
AL354892.1,0,0,0,0,0,0
AL391097.2,0,0,1,1,0,0
AL713998.1,0,0,0,0,0,0
SDAD1P3,0,0,0,0,0,0
LINC01850,0,0,0,0,0,0
AC091607.1,0,0,0,0,0,0
AC245517.2,0,0,0,0,0,0
AL451054.1,0,0,0,0,0,0
AL359915.1,0,0,4,3,0,0
AC092159.1,0,0,0,0,2,1
MTND6P18,0,0,2,5,5,1
AP000459.2,0,0,0,0,0,0
AC138749.1,0,0,0,0,0,0
AC016730.1,0,0,0,0,0,0
AC006042.1,0,4,1,10,10,0
RPSAP64,0,0,0,0,0,0
AL022100.1,0,0,0,0,0,0
AL596188.1,0,0,0,0,0,0
GCOM2,3,2,28,5,7,0
AP001271.1,0,0,0,0,0,0
AL356583.2,0,0,0,0,0,0
RD3L,0,0,0,0,0,0
MTND6P5,0,0,0,0,0,0
AC239809.3,13,26,3,45,31,15
AL590378.1,0,0,0,1,0,1
CYCSP5,0,0,0,0,0,0
MTCO3P16,0,0,1,0,0,0
OR8B1P,0,0,0,0,0,0
AC092646.1,0,0,0,0,0,0
LINC02803,3,3,9,0,2,6
AL121987.2,1,2,12,8,5,0
CALR4P,1,0,2,2,0,1
AC004875.1,0,0,0,0,0,0
LINC01940,0,0,0,5,0,1
AC098826.2,0,0,0,0,0,0
AC096631.2,0,0,0,0,0,0
AL138916.1,0,0,0,0,0,0
RCC2-AS1,0,0,0,0,0,0
AC023194.1,0,0,0,0,0,0
AP000344.1,0,0,0,2,2,0
AP000282.1,0,0,0,1,0,0
AL645939.3,0,1,0,1,3,0
VTI1BP4,0,0,0,0,0,0
AC135001.1,0,0,0,0,0,0
GUSBP8,0,0,0,0,0,0
LINC01693,0,0,0,0,1,5
MYL12BP2,0,3,1,5,15,4
AL671277.1,40,64,69,42,86,53
AC072062.1,0,1,0,2,3,0
RPL7P12,0,0,1,2,0,0
ASH1L-IT1,0,0,0,3,2,0
AL031282.1,0,11,21,23,30,12
AKR1D1P1,0,0,0,0,0,0
AL031736.1,0,0,0,0,0,0
AC234779.1,0,0,0,0,0,0
AC002553.1,3,7,19,28,32,2
ZNF965P,0,0,0,0,0,0
AC092013.1,0,0,0,0,0,0
MTCO3P43,0,0,0,4,2,0
MTCYBP7,0,0,0,0,0,0
SPECC1P1,0,0,0,0,0,0
AC007365.2,0,1,1,0,0,0
MTND4LP9,0,0,0,0,0,0
AC012358.3,28,14,10,9,30,15
IGHD4-17,0,0,0,0,0,0
DNAJB3,0,0,3,0,2,0
AL158198.1,0,0,0,0,0,0
RPL21P90,0,0,0,0,2,0
OR5W1P,0,0,0,0,0,0
AL355674.1,0,0,0,0,0,0
INKA2-AS1,10,5,12,18,8,6
Z82190.1,0,0,0,0,0,0
MRPS17P9,0,0,0,0,0,0
AL359265.1,0,1,1,0,0,1
ARHGAP42P1,0,0,0,0,0,0
AL590408.1,0,0,0,0,0,0
AC122136.1,0,0,0,0,0,0
SLC9A7P1,20,12,15,1,11,19
AC138969.3,6,19,117,46,96,66
TRIM60P3Y,0,0,0,0,0,0
ST13P21,0,0,0,0,0,0
AP003385.1,0,0,2,0,0,0
CARM1P1,0,0,0,0,0,0
AC008850.2,0,0,0,1,0,0
TRIM60P11Y,0,0,0,0,0,0
AL121885.2,1,0,0,0,0,0
KRTAP8-3P,0,0,0,0,0,0
MTND5P31,0,0,0,0,0,0
AC093166.1,0,0,0,0,0,0
AL627223.1,0,0,0,0,0,2
UGT1A11P,0,0,0,0,0,0
AC010099.2,0,0,0,0,0,0
SUCLA2-AS1,3,2,1,6,3,9
SEPTIN2P1,2,3,1,0,2,2
AC021035.1,0,0,0,0,0,0
RPS29P17,0,3,1,1,1,0
AL590135.1,0,0,0,0,0,0
DPY19L2P3,20,24,16,18,37,22
AL358075.2,3,1,2,0,0,0
MTND5P18,0,0,0,0,0,0
HNRNPA1P31,0,0,0,0,0,0
AC002383.1,0,0,0,0,0,0
ARL5AP1,0,0,0,0,0,0
ELOCP11,0,0,0,0,0,0
TEX46,0,0,0,2,0,1
USP9YP12,0,0,0,0,0,0
Z93242.2,0,0,0,0,0,0
GRAMD4P1,0,1,0,0,0,0
RPL23AP89,0,0,0,0,0,0
MRLN,5,6,0,10,12,0
AC114760.1,0,0,0,0,0,0
PSPC1P1,0,0,0,0,0,2
AL050402.1,0,0,0,0,0,0
ASS1P5,0,0,0,1,0,0
THAP12P6,0,0,0,0,0,0
ATP6V0E1P4,0,0,0,0,0,0
AL590652.1,45,29,53,122,101,35
RPS26P13,1,1,1,2,0,3
FAM66A,2,1,0,13,5,1
PSMA2P3,0,0,0,4,0,0
OR5P4P,0,1,0,2,2,0
LINC00352,0,0,0,0,1,0
AL731569.1,9,21,52,128,119,22
AC062032.1,0,0,0,0,0,0
MED6P1,0,0,1,0,0,0
SNAP25-AS1,0,0,2,1,26,5
AL158837.1,0,0,0,0,0,0
AC016596.1,2,2,6,7,15,8
AC092634.3,4,6,4,6,4,0
LINC02344,0,0,0,8,5,1
AL441943.2,0,0,0,0,0,0
KRT8P44,0,0,0,0,0,0
AL136979.1,2,2,3,17,12,1
ELOCP16,0,0,0,0,0,0
AL449043.1,0,4,0,0,0,0
AL353997.1,0,0,0,0,0,0
AL353597.1,0,0,0,0,0,0
SPTLC1P5,0,0,0,0,0,0
AC006455.3,0,0,0,0,0,0
RBPJP6,1,0,0,1,0,0
LINC01655,11,5,17,10,28,5
MACROD2-IT1,0,0,0,0,0,0
SRGAP3-AS3,0,0,0,1,0,0
AC003087.1,0,0,0,0,0,0
SELENOOLP,0,0,0,0,0,0
AL357874.1,0,0,5,2,1,0
AL732414.1,5,4,11,6,7,5
AL390243.1,0,0,0,0,0,0
MTND2P30,0,0,0,0,0,0
AC104695.1,0,0,1,0,0,0
RPL3P2,0,4,4,4,11,8
LINC01696,0,0,0,0,0,0
UQCRBP2,0,0,0,0,0,0
FRMD8P1,2,0,0,0,0,0
AL590006.1,3,1,6,4,3,0
AC007383.2,47,55,118,134,114,97
LINC01738,0,0,0,0,0,0
AC003989.1,0,0,0,0,0,0
CYCSP46,0,0,0,0,0,0
AL590128.1,0,0,0,0,0,0
RPL18AP17,0,0,0,0,0,0
LINC01341,8,6,4,11,22,0
TARID,1,10,2,10,43,22
AL390778.1,0,0,0,0,0,0
AL451042.2,56,44,230,78,76,45
AL138799.2,0,0,0,0,0,0
AL391994.1,1,0,0,4,3,0
RBM15-AS1,3,8,5,4,7,2
LINC01429,0,0,0,0,0,0
AC098592.2,0,0,0,0,0,0
BUB3P1,0,0,0,0,0,1
NPM1P22,0,0,0,0,0,0
NR1H5P,0,0,0,0,0,0
AC078809.1,0,0,0,0,0,0
THAP12P3,2,0,29,3,2,0
PIN4P1,1,7,3,10,1,1
AC002127.1,0,0,0,0,0,0
AC012668.1,0,0,0,0,0,0
RPL7P30,0,0,0,0,0,0
BRK1P2,0,0,0,0,0,0
TRIM60P18,0,0,0,0,0,0
AC092675.2,0,0,0,0,0,0
TDGF1P1,0,0,0,0,0,0
AC108463.1,2,0,0,0,0,2
AL035417.1,0,0,0,0,0,0
RAB11AP1,0,0,0,0,0,0
MTND5P1,0,0,1,1,9,0
RPL7AP65,8,10,9,38,15,3
DHX9P1,0,2,0,1,1,1
MYCLP2,0,0,0,0,0,0
AC020743.1,0,0,0,0,0,0
AC011933.1,1,1,0,1,1,0
AC105935.1,6,5,3,5,4,1
AC073343.2,4,14,14,6,16,3
IL6R-AS1,4,4,10,17,4,4
ZNF680P1,0,0,0,0,0,0
AC074338.1,0,0,0,0,0,0
RAPGEF4-AS1,0,0,6,0,14,0
AC006480.2,0,0,5,3,1,1
HNRNPA1P46,1,0,0,0,0,0
AL158835.1,0,0,1,0,1,0
HCG20,13,2,7,5,8,0
CYP1D1P,0,0,0,0,0,0
AL136369.1,7,11,0,5,7,1
AC069257.2,0,0,0,0,0,0
AC019084.1,0,0,0,0,0,0
AC078842.2,0,0,0,0,1,0
AC010967.1,0,1,0,1,0,0
HMGN2P21,0,0,0,0,0,0
NGF-AS1,0,0,0,0,0,2
HSPD1P9,0,0,0,0,0,0
AL139246.3,2,3,4,3,5,0
VN1R51P,0,0,0,0,0,0
AC253536.2,0,0,0,0,0,0
AL390729.1,0,0,0,0,0,0
AL031313.1,0,0,0,0,0,0
AL512882.1,0,0,0,0,0,0
AC114763.1,24,15,21,16,16,8
AL160408.1,4,0,8,5,4,1
DNAJA1P6,0,0,0,0,0,0
MTCO3P40,0,1,0,0,1,0
AL355314.2,0,0,0,0,0,0
POLR2J2,305,312,757,461,289,292
TOP3BP1,0,0,13,0,0,9
AL512504.2,1,0,0,0,0,0
AL158823.1,1,3,0,1,0,0
RANP5,0,0,0,1,0,0
FAM245A,0,0,0,0,0,0
CFL1P3,0,0,0,0,0,0
SEC63P1,8,17,4,7,15,13
LINC01736,0,0,0,0,0,0
PABPC4-AS1,0,1,3,5,3,0
AC131571.1,0,4,4,5,4,0
LYPLAL1-DT,3,16,1,21,34,17
AC023469.2,0,0,0,0,0,0
LINC01515,60,84,90,167,232,50
LINC01740,0,0,0,3,0,1
MTCO3P29,0,0,0,0,0,0
RPL7P47,1,0,3,2,4,0
AL139008.2,0,3,0,0,0,0
AC133106.1,0,0,0,4,1,0
UBBP5,0,0,0,0,0,0
BOD1L2,0,0,0,0,0,0
AL591719.1,0,1,10,2,3,0
HLA-U,1,3,1,4,7,0
AC012368.2,0,0,0,0,0,0
AC092810.2,0,0,0,0,0,0
Z86062.2,0,0,0,0,0,0
IFNA14,0,0,0,0,0,0
AC118553.1,11,24,9,25,52,7
AC009296.1,0,0,0,0,0,0
AL589990.1,0,0,1,0,0,0
PNKDP1,0,0,0,0,0,0
COX6CP15,0,0,0,0,0,0
AL354692.1,0,0,0,0,0,0
MTATP6P11,0,0,3,0,0,0
AC110620.1,0,0,0,0,0,0
LINC01820,0,1,1,1,0,2
LINC01757,0,0,0,0,0,0
AL392172.1,153,197,145,91,108,119
AP000692.1,7,5,6,18,26,5
AC092839.1,0,0,0,0,1,0
MELTF-AS1,11,10,33,158,137,20
ST13P19,6,5,2,4,8,5
TPT1P2,0,0,0,0,0,0
AC112220.1,0,0,0,0,0,0
AC003991.1,141,240,241,208,252,78
AL161725.2,1,0,1,1,1,0
MYL6P5,1,0,0,0,0,0
AP001631.1,2,0,0,0,0,0
PHBP3,0,0,0,0,0,1
MTND1P17,0,0,0,0,0,0
AL162726.2,3,1,1,0,0,0
AL096678.1,9,1,7,3,0,4
AKIRIN1P2,0,0,0,0,0,0
FALEC,4,1,4,15,12,2
LINC01649,0,0,1,1,7,3
IGHD6-6,0,0,0,0,0,0
AL360221.1,0,0,0,0,0,0
AC099684.1,0,0,0,0,3,0
UBE2V1P14,0,0,0,0,0,0
LINC01494,0,0,0,0,0,0
AL773545.1,0,0,0,0,0,0
AP001469.2,1,1,2,1,3,5
LINC01402,0,0,0,4,1,0
AL031283.1,2,2,9,4,11,1
AC105339.1,0,0,1,1,0,0
AL354861.2,0,0,0,0,0,0
AL512649.1,0,0,0,0,0,0
AC078927.1,526,576,422,216,262,458
CASP16P,3,0,1,9,1,4
RPL3P1,2,4,23,7,21,3
AL357140.2,4,6,2,4,9,1
AC004941.1,0,0,0,1,0,0
AL161793.1,0,0,0,0,0,0
AC092436.1,0,0,0,0,0,0
AL133343.1,0,0,0,0,0,0
AC007952.2,5,12,6,3,3,12
TLE1P1,17,19,18,14,19,17
LINC01674,0,0,0,0,0,0
AL158069.1,0,0,0,0,0,0
AC245452.3,0,0,0,0,0,0
AC097713.1,0,0,0,3,0,0
AL158147.1,0,0,0,0,0,0
MTND1P11,0,1,5,1,0,0
AL353072.1,0,0,0,0,0,0
HNRNPA1P21,0,0,0,0,0,0
PPIAP19,2,4,2,1,5,0
AL031963.1,0,0,0,0,0,0
AC121251.1,0,1,0,0,0,0
AL020996.1,22,28,88,86,101,50
AC091770.1,0,0,0,0,0,0
AL162385.1,0,0,0,0,0,0
GEMIN8P4,14,17,43,22,44,13
AC092265.1,0,0,0,0,0,0
AL590365.1,0,0,0,0,0,0
MTND2P25,0,0,0,0,0,0
SNX19P1,0,0,0,0,0,0
AC093433.1,0,2,0,0,2,0
LINC02843,0,0,1,0,0,0
RPL23AP16,0,0,0,0,0,0
AL512326.4,0,0,0,0,0,0
AL512353.1,58,94,44,43,47,27
ELOCP14,0,0,0,0,0,0
Z83846.1,0,0,0,0,0,0
RPL5P27,0,0,0,0,0,0
PTPN2P1,6,1,10,6,5,3
OR2M3,0,0,0,1,0,0
AL022341.1,2,7,2,1,6,8
RNF144A-AS1,14,23,6,6,8,2
AC004830.2,0,0,0,0,0,0
AC131235.2,8,9,7,8,8,16
AC016717.1,0,1,0,0,0,0
AC007967.2,0,0,0,0,0,0
C1orf143,6,7,0,0,1,0
AC073091.1,0,0,0,0,0,0
AL121916.1,0,0,0,0,0,0
HYAL6P,0,0,0,2,0,1
OFD1P17,3,2,2,8,8,2
NLGN1-AS1,0,0,0,0,1,0
LINC02770,0,0,0,0,0,0
AL355607.1,2,7,2,0,0,0
PNRC2P1,0,0,0,0,0,0
ATF4P3,0,1,1,0,1,1
NPM1P30,0,2,2,2,2,0
LINC00578,174,231,58,330,329,121
AC073050.1,0,0,0,0,0,0
HCG11,274,314,228,402,477,193
NACA4P,17,13,2,10,13,9
AC016908.1,0,0,0,0,0,0
AC012070.1,0,0,0,0,1,0
AC243961.1,0,0,0,0,0,0
AL589946.1,0,0,0,0,0,0
GAPDHP1,66,69,72,70,126,103
GLRXP1,1,0,1,0,0,0
AP001476.3,0,0,0,0,0,0
TXNP5,0,0,0,0,0,0
EFCAB14-AS1,0,0,10,0,1,0
AL096803.1,0,2,0,1,0,0
AL138900.1,0,0,0,0,0,0
TTTY17A,0,0,0,0,0,0
MOB1AP1,0,0,0,0,0,0
AC093495.1,23,19,105,87,101,13
UBBP2,0,0,0,0,0,0
NUTF2P3,0,0,0,0,0,0
AC012442.2,16,7,6,6,7,4
COL6A4P2,0,0,1,23,9,0
MT-ATP8,4538,4668,4491,8105,5835,4461
AC096639.1,0,0,0,0,0,0
AC010141.1,0,0,0,0,0,0
AC136604.1,0,0,0,0,1,0
ITPRIP-AS1,5,3,1,4,2,3
LINC01320,0,1,1,7,6,0
PSMD8P1,1,4,0,0,2,2
LINC02048,0,0,0,2,0,0
AC106874.1,0,0,0,0,0,0
AL021707.2,8,14,30,87,55,7
ARMCX3-AS1,0,0,0,0,0,0
UMLILO,0,1,1,0,2,0
ORM2,49,30,5,30,42,29
AL731568.1,2,0,0,0,0,1
KATNBL1P6,21,9,7,3,3,9
LYPLA2P1,7,2,8,5,0,6
AP000593.2,0,0,0,0,0,0
PCAT6,30,34,127,173,219,50
AL355862.1,0,0,0,0,0,0
TBX18-AS1,0,0,0,0,0,0
ARL4AP3,0,0,0,0,0,0
AL512604.2,0,0,0,0,0,0
AL049712.1,0,1,0,4,1,1
BMS1P17,0,0,1,1,0,0
LINC00392,1,1,5,1,7,0
TTTY4C,0,0,1,0,0,0
FAM174C,1375,1368,850,616,616,1067
RPL7P55,0,0,0,0,0,0
AL512770.1,13,7,51,24,35,11
AC095038.1,0,0,0,0,0,0
OR4K6P,0,0,0,0,0,0
AC016734.1,22,31,21,12,10,36
OR2S1P,1,0,0,1,0,0
LINC01209,0,3,2,0,1,1
LINC01350,0,0,0,0,0,0
GAPDHP45,0,0,0,1,0,2
CYP4F29P,8,6,61,13,7,6
GUSBP11,437,520,1671,850,1014,315
MTATP6P19,0,0,0,0,0,0
AL158070.1,2,2,2,12,10,0
AP001610.2,1,8,28,0,1,2
SPATA2P1,0,0,0,0,0,0
AL162419.1,0,1,4,0,0,0
MYADM-AS1,1,1,0,0,0,2
IGKV3D-7,0,0,0,0,0,0
AL669831.1,142,247,554,774,839,140
AL158201.1,3,4,4,8,11,9
LINC01890,0,0,0,0,0,0
AL355355.1,3,2,3,6,1,1
RPL17P43,0,0,0,0,0,0
AC024028.1,0,0,0,0,0,0
AC073063.1,4,12,14,19,6,8
OR9H1P,0,0,0,0,2,0
PPIAP69,0,0,0,0,0,0
LINC01784,0,0,0,0,0,0
AMD1P1,0,0,0,0,0,0
MIR646HG,11,52,80,106,64,138
AC002381.1,0,0,0,1,0,0
AC115618.2,0,0,0,0,0,0
AC112492.3,0,0,0,0,0,0
FTLP17,0,0,0,0,0,0
EFCAB14P1,3,0,0,0,0,0
RPS26P4,0,0,0,0,0,0
LINC02585,0,1,0,0,1,1
AC018832.1,0,0,0,0,0,0
AL354989.1,7,0,18,4,13,7
AL450322.1,0,0,0,0,0,0
AL450023.1,0,0,1,0,0,0
BX322559.1,0,0,0,0,0,0
LINC02263,0,1,0,0,0,0
AC009220.1,0,3,2,1,0,1
AL606970.2,0,0,0,0,0,0
AC015971.1,9,7,30,2,3,1
SAR1AP1,0,0,0,0,0,1
AL133351.1,0,0,0,0,0,0
AL592437.1,2,2,6,1,3,0
AC108120.1,0,0,0,0,0,1
AC106873.1,0,0,0,0,0,0
TXNDC12-AS1,0,0,2,1,1,0
SMIM10L2B-AS1,0,1,0,2,1,0
AL353752.1,1,0,0,0,0,0
AC012497.1,0,0,0,0,0,0
RPS20P25,0,0,0,0,0,0
GAS2L1P2,0,0,0,0,4,0
AC010891.1,0,0,0,0,0,0
MYL6BP1,3,1,3,2,1,0
ITPKB-IT1,0,0,4,0,1,0
FAM197Y7,0,0,0,0,0,0
AC007040.1,0,0,0,1,0,0
AL031668.1,0,0,1,3,0,0
AC011995.1,0,0,0,0,0,0
AL162391.1,1,0,0,1,1,0
LINC01004,12,18,38,37,37,25
AL356481.1,23,30,18,22,10,12
LINC01635,0,0,1,3,0,5
HMGN2P25,1,0,0,0,0,0
AL109741.2,0,0,0,0,0,0
AC079154.1,0,0,0,0,0,0
AL590226.1,0,0,0,0,0,0
AC035139.1,0,0,0,0,0,0
AP001468.1,0,0,0,0,0,0
AL139156.2,4,10,7,4,12,16
AL031056.1,0,0,0,0,0,0
CCT6P1,78,83,158,123,151,48
ELOCP24,0,0,0,0,0,0
PAR,0,0,0,0,0,0
CDY4P,0,0,3,1,0,0
LNC-LBCS,78,89,103,111,109,81
AC024937.1,1,1,0,0,2,0
LINC01185,0,3,6,0,4,1
PTMAP1,1,0,2,7,5,0
AL360182.2,0,0,3,0,2,0
LINC01768,0,2,0,0,0,0
AC005013.1,0,1,0,1,2,0
LINC00687,0,0,0,0,0,0
AL357552.3,3,0,4,4,2,3
AL645634.1,0,0,0,0,0,0
AL590764.1,0,0,0,0,1,0
AC004910.1,0,0,0,0,0,0
AL162726.3,7,15,0,1,1,6
ARL5AP3,0,0,0,0,1,0
DHFRP2,0,0,0,0,1,0
OR7E23P,0,0,0,0,0,0
AC004951.1,62,52,162,300,209,39
AL139260.1,35,40,28,36,48,41
LINC02474,9,12,10,11,15,0
AL445567.1,0,0,0,0,0,0
MTND5P6,0,0,0,0,0,0
AL137244.1,2,1,1,1,3,2
UGT1A2P,0,0,0,0,0,0
AC073052.1,1,1,7,1,1,2
AL049734.1,0,0,0,0,0,0
SDAD1P1,50,70,36,128,186,30
AC098484.1,0,0,0,0,0,0
RPS15AP9,0,0,0,0,0,0
LINC01546,2,0,5,9,1,11
CYP2C59P,0,0,0,0,0,0
RPS19P7,0,0,0,0,0,0
AP006222.1,34,34,162,99,40,134
AC073614.1,0,0,0,0,0,0
TRAPPC2P10,0,0,0,0,0,0
TUBB4AP1,0,0,0,0,0,0
AL845311.1,0,0,0,0,0,0
AL929236.1,3,0,6,0,0,0
AC018865.2,0,0,0,0,0,0
LIN28AP2,0,0,0,0,0,0
OST4,5151,5491,3285,4384,4839,4499
CSTP1,0,0,0,0,3,0
AL663070.2,11,10,8,10,19,15
AL138885.2,0,0,0,0,0,0
AC130464.1,0,0,0,0,0,0
U51244.1,1,0,0,0,0,0
LINC01713,0,0,0,0,0,0
AL137025.1,0,0,0,0,6,0
GRK5-IT1,0,0,8,0,2,0
C2orf92,20,11,40,106,136,13
AL450263.1,1,5,1,2,5,0
AC092168.1,0,0,0,0,0,0
RPL21P50,0,0,0,0,0,0
RAB11FIP1P1,48,36,55,24,46,10
LINC01013,0,0,0,0,0,0
AC106875.1,0,0,0,0,0,0
TMSB10P1,1,1,1,0,0,0
RPL15P18,3,3,3,9,6,3
EEF1A1P11,27,15,27,29,46,27
AL357558.1,0,0,3,0,0,0
LINC01760,0,0,0,0,0,0
AC011897.1,0,0,0,0,0,0
AL513550.1,226,171,214,252,253,110
DAP3P2,4,1,0,0,0,2
AC006460.1,1,0,0,0,0,2
AL359091.2,0,0,0,5,7,2
AC023271.2,7,2,1,4,6,0
CT47A7,0,0,0,0,0,0
SURF6P1,0,0,0,0,0,0
AC097263.1,7,7,3,3,1,5
AC099552.3,0,0,0,0,0,0
AL845321.1,0,0,0,3,0,0
AL389925.1,0,0,0,0,0,0
AL353689.1,0,0,0,0,0,0
MIR34AHG,340,429,1573,886,827,417
AC016396.1,0,0,0,0,0,0
AC068057.2,0,5,1,0,8,4
AL445687.1,0,0,0,0,0,0
